caseId,category,expected,actual,result
range.I013@green.cooldown,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
version.I013@blue,version_150,I013@blue / BALANCE_CANDIDATE,I013@blue / BALANCE_CANDIDATE,PASS
range.I013@blue.guard,stat_range_600,"defined, ordered, step-aligned",18..23,PASS
range.I013@blue.duration,stat_range_600,"defined, ordered, step-aligned",3..5,PASS
range.I013@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I013@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I013@purple,version_150,I013@purple / BALANCE_CANDIDATE,I013@purple / BALANCE_CANDIDATE,PASS
range.I013@purple.guard,stat_range_600,"defined, ordered, step-aligned",21..26,PASS
range.I013@purple.duration,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I013@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I013@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I013@orange,version_150,I013@orange / BALANCE_CANDIDATE,I013@orange / BALANCE_CANDIDATE,PASS
range.I013@orange.guard,stat_range_600,"defined, ordered, step-aligned",25..28,PASS
range.I013@orange.duration,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I013@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I013@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
profile.I014,prototype_30,I001-I030 unique,I014,PASS
version.I014@white,version_150,I014@white / BALANCE_CANDIDATE,I014@white / BALANCE_CANDIDATE,PASS
range.I014@white.guard,stat_range_600,"defined, ordered, step-aligned",14..20,PASS
range.I014@white.duration,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I014@white.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I014@white.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I014@green,version_150,I014@green / BALANCE_CANDIDATE,I014@green / BALANCE_CANDIDATE,PASS
range.I014@green.guard,stat_range_600,"defined, ordered, step-aligned",19..27,PASS
range.I014@green.duration,stat_range_600,"defined, ordered, step-aligned",2..4,PASS
range.I014@green.nianCost,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
range.I014@green.cooldown,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
version.I014@blue,version_150,I014@blue / BALANCE_CANDIDATE,I014@blue / BALANCE_CANDIDATE,PASS
range.I014@blue.guard,stat_range_600,"defined, ordered, step-aligned",25..33,PASS
range.I014@blue.duration,stat_range_600,"defined, ordered, step-aligned",3..5,PASS
range.I014@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I014@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I014@purple,version_150,I014@purple / BALANCE_CANDIDATE,I014@purple / BALANCE_CANDIDATE,PASS
range.I014@purple.guard,stat_range_600,"defined, ordered, step-aligned",30..36,PASS
range.I014@purple.duration,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I014@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I014@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I014@orange,version_150,I014@orange / BALANCE_CANDIDATE,I014@orange / BALANCE_CANDIDATE,PASS
range.I014@orange.guard,stat_range_600,"defined, ordered, step-aligned",35..39,PASS
range.I014@orange.duration,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I014@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I014@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
profile.I015,prototype_30,I001-I030 unique,I015,PASS
version.I015@white,version_150,I015@white / BALANCE_CANDIDATE,I015@white / BALANCE_CANDIDATE,PASS
range.I015@white.guard,stat_range_600,"defined, ordered, step-aligned",21..30,PASS
range.I015@white.control,stat_range_600,"defined, ordered, step-aligned",1..3,PASS
range.I015@white.nianCost,stat_range_600,"defined, ordered, step-aligned",6..7,PASS
range.I015@white.cooldown,stat_range_600,"defined, ordered, step-aligned",6..7,PASS
version.I015@green,version_150,I015@green / BALANCE_CANDIDATE,I015@green / BALANCE_CANDIDATE,PASS
range.I015@green.guard,stat_range_600,"defined, ordered, step-aligned",28..38,PASS
range.I015@green.control,stat_range_600,"defined, ordered, step-aligned",3..6,PASS
range.I015@green.nianCost,stat_range_600,"defined, ordered, step-aligned",6..6,PASS
range.I015@green.cooldown,stat_range_600,"defined, ordered, step-aligned",6..6,PASS
version.I015@blue,version_150,I015@blue / BALANCE_CANDIDATE,I015@blue / BALANCE_CANDIDATE,PASS
range.I015@blue.guard,stat_range_600,"defined, ordered, step-aligned",36..47,PASS
range.I015@blue.control,stat_range_600,"defined, ordered, step-aligned",5..8,PASS
range.I015@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I015@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I015@purple,version_150,I015@purple / BALANCE_CANDIDATE,I015@purple / BALANCE_CANDIDATE,PASS
range.I015@purple.guard,stat_range_600,"defined, ordered, step-aligned",43..52,PASS
range.I015@purple.control,stat_range_600,"defined, ordered, step-aligned",7..9,PASS
range.I015@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I015@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I015@orange,version_150,I015@orange / BALANCE_CANDIDATE,I015@orange / BALANCE_CANDIDATE,PASS
range.I015@orange.guard,stat_range_600,"defined, ordered, step-aligned",50..55,PASS
range.I015@orange.control,stat_range_600,"defined, ordered, step-aligned",9..10,PASS
range.I015@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I015@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
profile.I016,prototype_30,I001-I030 unique,I016,PASS
version.I016@white,version_150,I016@white / BALANCE_CANDIDATE,I016@white / BALANCE_CANDIDATE,PASS
range.I016@white.guard,stat_range_600,"defined, ordered, step-aligned",16..23,PASS
range.I016@white.duration,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I016@white.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I016@white.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I016@green,version_150,I016@green / BALANCE_CANDIDATE,I016@green / BALANCE_CANDIDATE,PASS
range.I016@green.guard,stat_range_600,"defined, ordered, step-aligned",22..30,PASS
range.I016@green.duration,stat_range_600,"defined, ordered, step-aligned",2..4,PASS
range.I016@green.nianCost,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
range.I016@green.cooldown,stat_range_600,"defined, ordered, step-aligned",4..4,PASS
version.I016@blue,version_150,I016@blue / BALANCE_CANDIDATE,I016@blue / BALANCE_CANDIDATE,PASS
range.I016@blue.guard,stat_range_600,"defined, ordered, step-aligned",29..37,PASS
range.I016@blue.duration,stat_range_600,"defined, ordered, step-aligned",3..5,PASS
range.I016@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I016@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I016@purple,version_150,I016@purple / BALANCE_CANDIDATE,I016@purple / BALANCE_CANDIDATE,PASS
range.I016@purple.guard,stat_range_600,"defined, ordered, step-aligned",34..41,PASS
range.I016@purple.duration,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I016@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I016@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
version.I016@orange,version_150,I016@orange / BALANCE_CANDIDATE,I016@orange / BALANCE_CANDIDATE,PASS
range.I016@orange.guard,stat_range_600,"defined, ordered, step-aligned",40..44,PASS
range.I016@orange.duration,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I016@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I016@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
profile.I017,prototype_30,I001-I030 unique,I017,PASS
version.I017@white,version_150,I017@white / BALANCE_CANDIDATE,I017@white / BALANCE_CANDIDATE,PASS
range.I017@white.guard,stat_range_600,"defined, ordered, step-aligned",18..26,PASS
range.I017@white.control,stat_range_600,"defined, ordered, step-aligned",1..3,PASS
range.I017@white.nianCost,stat_range_600,"defined, ordered, step-aligned",6..7,PASS
range.I017@white.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I017@green,version_150,I017@green / BALANCE_CANDIDATE,I017@green / BALANCE_CANDIDATE,PASS
range.I017@green.guard,stat_range_600,"defined, ordered, step-aligned",25..35,PASS
range.I017@green.control,stat_range_600,"defined, ordered, step-aligned",3..6,PASS
range.I017@green.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I017@green.cooldown,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
version.I017@blue,version_150,I017@blue / BALANCE_CANDIDATE,I017@blue / BALANCE_CANDIDATE,PASS
range.I017@blue.guard,stat_range_600,"defined, ordered, step-aligned",33..43,PASS
range.I017@blue.control,stat_range_600,"defined, ordered, step-aligned",5..8,PASS
range.I017@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I017@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I017@purple,version_150,I017@purple / BALANCE_CANDIDATE,I017@purple / BALANCE_CANDIDATE,PASS
range.I017@purple.guard,stat_range_600,"defined, ordered, step-aligned",39..48,PASS
range.I017@purple.control,stat_range_600,"defined, ordered, step-aligned",7..9,PASS
range.I017@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I017@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I017@orange,version_150,I017@orange / BALANCE_CANDIDATE,I017@orange / BALANCE_CANDIDATE,PASS
range.I017@orange.guard,stat_range_600,"defined, ordered, step-aligned",46..51,PASS
range.I017@orange.control,stat_range_600,"defined, ordered, step-aligned",9..10,PASS
range.I017@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I017@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
profile.I018,prototype_30,I001-I030 unique,I018,PASS
version.I018@white,version_150,I018@white / BALANCE_CANDIDATE,I018@white / BALANCE_CANDIDATE,PASS
range.I018@white.guard,stat_range_600,"defined, ordered, step-aligned",28..40,PASS
range.I018@white.duration,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I018@white.nianCost,stat_range_600,"defined, ordered, step-aligned",8..9,PASS
range.I018@white.cooldown,stat_range_600,"defined, ordered, step-aligned",7..8,PASS
version.I018@green,version_150,I018@green / BALANCE_CANDIDATE,I018@green / BALANCE_CANDIDATE,PASS
range.I018@green.guard,stat_range_600,"defined, ordered, step-aligned",37..51,PASS
range.I018@green.duration,stat_range_600,"defined, ordered, step-aligned",2..4,PASS
range.I018@green.nianCost,stat_range_600,"defined, ordered, step-aligned",7..8,PASS
range.I018@green.cooldown,stat_range_600,"defined, ordered, step-aligned",7..7,PASS
version.I018@blue,version_150,I018@blue / BALANCE_CANDIDATE,I018@blue / BALANCE_CANDIDATE,PASS
range.I018@blue.guard,stat_range_600,"defined, ordered, step-aligned",49..63,PASS
range.I018@blue.duration,stat_range_600,"defined, ordered, step-aligned",3..5,PASS
range.I018@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",6..7,PASS
range.I018@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",6..7,PASS
version.I018@purple,version_150,I018@purple / BALANCE_CANDIDATE,I018@purple / BALANCE_CANDIDATE,PASS
range.I018@purple.guard,stat_range_600,"defined, ordered, step-aligned",58..69,PASS
range.I018@purple.duration,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I018@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I018@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I018@orange,version_150,I018@orange / BALANCE_CANDIDATE,I018@orange / BALANCE_CANDIDATE,PASS
range.I018@orange.guard,stat_range_600,"defined, ordered, step-aligned",67..74,PASS
range.I018@orange.duration,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I018@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I018@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
profile.I019,prototype_30,I001-I030 unique,I019,PASS
version.I019@white,version_150,I019@white / BALANCE_CANDIDATE,I019@white / BALANCE_CANDIDATE,PASS
range.I019@white.cleanse,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I019@white.heal,stat_range_600,"defined, ordered, step-aligned",4..6,PASS
range.I019@white.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I019@white.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I019@green,version_150,I019@green / BALANCE_CANDIDATE,I019@green / BALANCE_CANDIDATE,PASS
range.I019@green.cleanse,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I019@green.heal,stat_range_600,"defined, ordered, step-aligned",6..9,PASS
range.I019@green.nianCost,stat_range_600,"defined, ordered, step-aligned",4..4,PASS
range.I019@green.cooldown,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
version.I019@blue,version_150,I019@blue / BALANCE_CANDIDATE,I019@blue / BALANCE_CANDIDATE,PASS
range.I019@blue.cleanse,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I019@blue.heal,stat_range_600,"defined, ordered, step-aligned",8..11,PASS
range.I019@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I019@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I019@purple,version_150,I019@purple / BALANCE_CANDIDATE,I019@purple / BALANCE_CANDIDATE,PASS
range.I019@purple.cleanse,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I019@purple.heal,stat_range_600,"defined, ordered, step-aligned",10..12,PASS
range.I019@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I019@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I019@orange,version_150,I019@orange / BALANCE_CANDIDATE,I019@orange / BALANCE_CANDIDATE,PASS
range.I019@orange.cleanse,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I019@orange.heal,stat_range_600,"defined, ordered, step-aligned",12..13,PASS
range.I019@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I019@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
profile.I020,prototype_30,I001-I030 unique,I020,PASS
version.I020@white,version_150,I020@white / BALANCE_CANDIDATE,I020@white / BALANCE_CANDIDATE,PASS
range.I020@white.cleanse,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I020@white.duration,stat_range_600,"defined, ordered, step-aligned",1..2,PASS
range.I020@white.nianCost,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I020@white.cooldown,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
version.I020@green,version_150,I020@green / BALANCE_CANDIDATE,I020@green / BALANCE_CANDIDATE,PASS
range.I020@green.cleanse,stat_range_600,"defined, ordered, step-aligned",2..3,PASS
range.I020@green.duration,stat_range_600,"defined, ordered, step-aligned",2..4,PASS
range.I020@green.nianCost,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
range.I020@green.cooldown,stat_range_600,"defined, ordered, step-aligned",5..5,PASS
version.I020@blue,version_150,I020@blue / BALANCE_CANDIDATE,I020@blue / BALANCE_CANDIDATE,PASS
range.I020@blue.cleanse,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I020@blue.duration,stat_range_600,"defined, ordered, step-aligned",3..5,PASS
range.I020@blue.nianCost,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I020@blue.cooldown,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
version.I020@purple,version_150,I020@purple / BALANCE_CANDIDATE,I020@purple / BALANCE_CANDIDATE,PASS
range.I020@purple.cleanse,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I020@purple.duration,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I020@purple.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I020@purple.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
version.I020@orange,version_150,I020@orange / BALANCE_CANDIDATE,I020@orange / BALANCE_CANDIDATE,PASS
range.I020@orange.cleanse,stat_range_600,"defined, ordered, step-aligned",4..5,PASS
range.I020@orange.duration,stat_range_600,"defined, ordered, step-aligned",5..6,PASS
range.I020@orange.nianCost,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
range.I020@orange.cooldown,stat_range_600,"defined, ordered, step-aligned",3..4,PASS
profile.I021,prototype_30,I001-I030 unique,I021,PASS
version.I021@white,version_150,I021@white / BALANCE_CANDIDATE,I021@white / BALANCE_CANDIDATE,PASS
